session,label,n_samples,steer_sd,steer_range,steer_vel_sd,steer_vel_mean_abs,reversal_rate,hold_fraction,lf_hf_ratio,steering_entropy,max_abs_steer_rate,steer_rate_kurtosis,large_correction_rate
drive_alert_20260615_132532,alert,300,0.04030479634059285,0.16549,0.004846464826341021,0.0028166417843513013,48.0,0.8060200668896321,1.817514251165299,0.396323301740986,0.01912,3.8566187067064153,0.0
drive_alert_20260615_132532,alert,300,0.03681028739691302,0.14199,0.004069101226850167,0.002267866271877194,44.0,0.8528428093645485,3.0285989553531647,0.36016218431327435,0.016280000000000003,5.120739969571778,0.0
drive_alert_20260615_132532,alert,300,0.03678400377994942,0.12425,0.004240476519114315,0.0024562811771635814,56.0,0.8327759197324415,1.4300135982822906,0.36859729468529584,0.01634,4.321926260878484,0.0
drive_alert_20260615_132532,alert,300,0.03297154723378932,0.11452999999999999,0.003573914980810801,0.001992995632013897,44.0,0.8862876254180602,3.3895950400045893,0.2935810163986783,0.016799999999999995,6.849641886385513,0.0
drive_alert_20260615_132532,alert,300,0.03584461216603318,0.16118,0.0065012445793669795,0.0030932064328473958,48.0,0.8260869565217391,3.934478985921924,0.40825417996094293,0.04787,16.60742456600252,0.0
drive_alert_20260615_132532,alert,300,0.03782353058876033,0.16118,0.006749047890886084,0.003042972169263419,60.0,0.8361204013377926,1.5625905677164638,0.4205035205842796,0.04787,16.123231898435566,0.0
drive_alert_20260615_132532,alert,300,0.0475255232696776,0.23873,0.008614036736441778,0.004387779726538024,68.0,0.7591973244147158,0.34442691154483007,0.5182989552327834,0.04787,7.881343293847452,0.0
drive_alert_20260615_132532,alert,300,0.047001861821409675,0.23873,0.008983484551863584,0.004740029136265766,76.0,0.725752508361204,0.4117857739754761,0.5622658298702817,0.04787,6.4538727031638405,0.0
drive_alert_20260615_132532,alert,300,0.04661700481415911,0.23873,0.008372176271420527,0.004167151578807955,64.0,0.7558528428093646,0.126212506630727,0.5062439854101444,0.057190000000000005,11.53277495839677,0.0
drive_alert_20260615_132532,alert,300,0.046980797595175934,0.23873,0.008498380138935318,0.004364658324735753,64.0,0.7357859531772575,0.44441626793143024,0.5341644394378089,0.057190000000000005,10.052002257716637,0.0
